date,region,value,metric,pop,rate,rollraw,rollrate,roll_change,rank
2022-01-01,Midlands,29215,cases,10827512,269.82191291960703,23499.428571428572,217.0344264816199,68.80214265923715,5
2022-01-03,South East,17195,cases,9217265,186.55208459342333,19894.14285714286,215.83563949981752,22.731919694005267,6
2022-01-01,South East,23108,cases,9217265,250.70343534660228,19679.571428571428,213.5077100264713,27.240567126957004,6
2022-01-02,South East,16033,cases,9217265,173.9453080713205,19338.714285714286,209.80968091634867,19.433759175607005,6
2021-12-29,East of England,16995,cases,6269161,271.088906474088,13096.285714285714,208.90013375451218,29.94925296969353,3
2021-12-28,North West,20183,cases,7367456,273.94802222096746,15317.714285714286,207.91049564075152,95.81431023777348,2
2021-12-18,London,25551,cases,9002488,283.82153911229875,18472.428571428572,205.19248202750808,157.03580018685275,1
2021-12-31,South East,25780,cases,9217265,279.6925118242776,18814.285714285714,204.12004769620611,25.456052278118058,4
2021-12-31,Midlands,30401,cases,10827512,280.77549117470386,21960.571428571428,202.82195419013556,68.92375991736446,5
2021-12-31,North East and Yorkshire,25688,cases,8207113,312.99678705532625,16606.428571428572,202.34190234042802,131.38859031012382,6
2022-01-06,South West,12784,cases,5659143,225.89992866411046,11270.285714285714,199.15180998758495,36.97954648053615,7
2021-12-28,East of England,14067,cases,6269161,224.384092225419,12460.714285714286,198.76207176230258,32.14307356684038,3
2022-01-05,South West,11993,cases,5659143,211.9225472832194,10954,193.56287692323733,39.20700047202352,7
2021-12-30,South East,21058,cases,9217265,228.4625645459906,17651.14285714286,191.50087208236778,20.782419988660592,4
2021-12-27,East of England,11698,cases,6269161,186.59594162600067,11867.714285714286,189.3030707891261,30.453353433520213,2
2022-01-04,South West,11770,cases,5659143,207.98202130605287,10701.714285714286,189.10485714381642,47.157505991435194,7
2021-12-27,North West,13973,cases,7367456,189.65841126163494,13645.714285714286,185.21609475121787,85.03021850302184,3
2021-12-29,South East,19849,cases,9217265,215.345875376264,17016.85714285714,184.61937616914716,20.02055457036917,4
2021-12-26,East of England,11581,cases,6269161,184.7296631877854,11483.142857142857,183.1687343353099,33.09600291419677,2
2021-12-30,Midlands,28478,cases,10827512,263.01517837154097,19829.571428571428,183.14060911289158,60.42230081131682,5
2021-12-28,South East,16236,cases,9217265,176.14769674084448,16564.14285714286,179.7077859554093,22.57931515683311,4
2022-01-03,South West,8365,cases,5659143,147.8139004439365,10149.42857142857,179.34568134130154,44.09784196008436,7
2021-12-17,London,26608,cases,9002488,295.5627377676038,16041.857142857143,178.19359651306553,134.52027901925564,1
2021-12-25,East of England,13241,cases,6269161,211.20848547357454,11106.857142857143,177.16656412009746,38.46482635796972,2
2021-12-27,South East,13307,cases,9217265,144.37037450914127,16209.42857142857,175.85941785799335,26.19251515320024,4
2021-12-26,South East,18419,cases,9217265,199.83151184217877,16192,175.67033170902647,31.881224983710315,3
2021-12-30,North East and Yorkshire,18803,cases,8207113,229.10614244010043,14309,174.34876307905105,112.5880804822141,6
2022-01-02,South West,9337,cases,5659143,164.9896459587609,9839.142857142857,173.8627713974158,41.155493615887515,7
2021-12-26,North West,14272,cases,7367456,193.71679993745465,12753.57142857143,173.10685572565927,89.08986931565461,4
2022-01-01,South West,12367,cases,5659143,218.53132179200986,9689.285714285714,171.21471774587982,48.504554212646696,7
2021-12-24,East of England,11001,cases,6269161,175.47802648552175,10643.285714285714,169.7720909430419,45.15079488778054,2
2021-12-29,Midlands,24548,cases,10827512,226.71875126991316,18313.428571428572,169.13791987881032,62.59607823241421,5
2021-12-23,East of England,13091,cases,6269161,208.815820809196,10573.714285714286,168.6623502844206,58.21807998973944,2
2021-12-25,South East,17051,cases,9217265,184.9897990347462,15466.42857142857,167.79845834343018,35.22644950163624,3
2021-12-24,South East,17638,cases,9217265,191.35828252740916,14996.714285714286,162.70243164012626,39.42835133017227,3
2021-12-22,East of England,12546,cases,6269161,200.12247252862065,10078,160.75516325071249,66.09219757969582,2
2021-12-31,South West,12276,cases,5659143,216.9233044650047,8997.42857142857,158.98924221262072,45.77479458396018,7
2021-12-25,North West,16548,cases,7367456,224.6094174162696,11690.857142857143,158.6824155157105,82.6370291019461,4
2021-12-23,South East,16618,cases,9217265,180.29209315344627,14614,158.5502857951898,46.252823606782385,3
2021-12-29,North East and Yorkshire,18592,cases,8207113,226.5352018425968,12871.714285714286,156.83607969957626,102.27185991693794,6
2021-01-09,London,15299,cases,9002488,169.94190939215915,13962,155.09045943743553,8.0697952142952,1
2021-12-28,Midlands,19939,cases,10827512,184.15126208126114,16748.285714285714,154.68267977246956,54.72470041704058,5
2021-01-10,London,13674,cases,9002488,151.8913438151764,13885.142857142857,154.2367271930033,2.3881005804338,1
2021-12-22,South East,16680,cases,9217265,180.96474388009892,14178.285714285714,153.82313207101797,52.20685213017207,3
2021-01-11,London,10110,cases,9002488,112.30228798972017,13705.142857142857,152.23727992909133,2.1051959386108607,1
2021-01-06,London,14892,cases,9002488,165.42093696764718,13692.142857142857,152.0928754044755,21.655412266450035,1
2021-12-16,London,23272,cases,9002488,258.50631514310265,13667.57142857143,151.8199349843224,114.3452447630783,1
2021-01-08,London,17111,cases,9002488,190.06967851553927,13659,151.72472320985045,11.470841980087213,1
2021-01-03,London,14212,cases,9002488,157.8674695262021,13561.285714285714,150.63930898086966,39.049362824080845,1
2021-12-21,East of England,9916,cases,6269161,158.17108541318368,9429.714285714286,150.41429444409366,66.43889155046774,2
2021-01-04,London,11370,cases,9002488,126.2984188371037,13422.57142857143,149.0984650973312,32.05065141315194,1
2021-01-05,London,14700,cases,9002488,163.28819321947444,13397.57142857143,148.82076408845452,23.680219446898878,1
2021-01-07,London,10150,cases,9002488,112.74660960392282,13370.142857142857,148.51608641014414,16.29822926374651,1
2021-12-21,South East,13753,cases,9217265,149.20912005893288,13513,146.60531079447102,52.16852739615844,3
2021-12-30,South West,10570,cases,5659143,186.77739721367706,8227.714285714286,145.38799047336823,39.06555595798624,7
2021-12-27,Midlands,14914,cases,10827512,137.741708344447,15726.142857142857,145.24244218933083,52.66194233729493,5
2021-12-20,East of England,9006,cases,6269161,143.65558644928723,9097.285714285714,145.11169380218047,73.67387569203916,2
2021-01-02,London,13178,cases,9002488,146.38175579906354,12919.42857142857,143.50953393582498,28.958475929728493,1
2021-12-24,North West,16529,cases,7367456,224.35152649707035,10513.857142857143,142.70675173163087,73.15718890431263,4
2021-01-12,London,8559,cases,9002488,95.07371739901237,12827.857142857143,142.49235481188248,-4.252369832485636,1
2021-12-20,South East,13185,cases,9217265,143.04677146637317,12845,139.3580416750522,46.16047335739134,3
2021-12-26,Midlands,17001,cases,10827512,157.01668120986614,15072.57142857143,139.20623157537418,57.56869772998805,5
2021-12-29,South West,10227,cases,5659143,180.71640882727297,7868.857142857143,139.04679812574346,42.07010394366925,7
2021-12-19,East of England,8947,cases,6269161,142.71447168129833,8627.714285714286,137.62151403854975,69.04775233723342,2
2021-01-01,London,15089,cases,9002488,167.60922091759522,12253.42857142857,136.11157905935085,25.13896386210115,1
2021-12-28,North East and Yorkshire,14132,cases,8207113,172.19209726977076,11159.142857142857,135.969163055789,80.5477868947186,6
2021-01-13,London,10020,cases,9002488,111.30256435776421,12131.857142857143,134.76115872475634,-11.395482289112627,1
2021-01-14,London,9804,cases,9002488,108.90322764106989,12082.42857142857,134.2121041586345,-9.631267963799942,1
2021-12-19,South East,13340,cases,9217265,144.72839828300476,12277.714285714286,133.20344251482717,42.740408570005,3
2021-12-25,Midlands,18443,cases,10827512,170.33460687921658,13921.285714285714,128.57326516272357,52.49280170255383,5
2021-12-28,South West,7904,cases,5659143,139.66779068844878,7272.285714285715,128.50507071981949,35.460351250665255,7
2021-12-18,East of England,9996,cases,6269161,159.44717323418556,8021.428571428572,127.9505913379569,59.64857410935145,2
2020-12-31,London,12404,cases,9002488,137.78413256424224,11496.42857142857,127.70279251056566,21.690281411138496,1
2021-12-15,London,19294,cases,9002488,214.31853061064896,11451.714285714286,127.2061044204034,83.12278697886923,1
2021-12-23,North West,14759,cases,7367456,200.32695139271954,9295.285714285714,126.16683037246118,65.18659558263519,4
2020-12-30,London,12830,cases,9002488,142.51615775550047,11254.857142857143,125.0194073333632,28.774109186008502,1
2021-01-15,London,10977,cases,9002488,121.93295897756265,11206.142857142857,124.47828708178069,-17.957809084538713,1
2021-12-27,South West,6193,cases,5659143,109.43353083673624,7043.428571428572,124.46104598220211,40.004543389368465,6
2021-12-18,South East,13763,cases,9217265,149.31761211161879,11437.42857142857,124.08701031627682,32.058852637482254,3
2021-12-27,North East and Yorkshire,14412,cases,8207113,175.60377199631588,10136.857142857143,123.5130690031579,74.54983764636425,7
2021-12-26,South West,8288,cases,5659143,146.45327039800904,6970.428571428572,123.17109801658258,42.5653761869978,6
2020-12-29,London,14875,cases,9002488,165.23210028161103,10832.42857142857,120.32705371480164,30.547138626816317,1
2021-12-24,Midlands,15484,cases,10827512,143.00607563399606,13000.285714285714,120.0671559106627,51.09081852897227,5
2021-12-17,East of England,10514,cases,6269161,167.70984187517277,7332.571428571428,116.96256370782994,46.81502245359114,2
2021-12-17,South East,14959,cases,9217265,162.2932616128537,10755.857142857143,116.69250198249854,25.608515039789133,3
2021-12-25,South West,7524,cases,5659143,132.95299305919642,6524.571428571428,115.29257042226054,40.676399926076506,6
2021-01-06,East of England,7408,cases,6269161,118.16573222477457,7189.428571428572,114.67927799953728,28.480980342098555,2
2021-01-16,London,8838,cases,9002488,98.17286065807586,10283.142857142857,114.2255658340545,-26.349069924488923,1
2021-12-23,Midlands,17865,cases,10827512,164.99635373297207,12360.857142857143,114.1615649362212,49.36044604788455,5
2021-01-09,East of England,6979,cases,6269161,111.32271128465196,7121.857142857143,113.60143953644105,12.124960640546995,2
2021-01-05,East of England,7892,cases,6269161,125.88606354183598,7092.714285714285,113.13657897307608,30.483574244415244,2
2020-12-28,London,12341,cases,9002488,137.08432602187307,10164.714285714286,112.9100564834331,36.515032328619945,1
2021-12-22,North West,10960,cases,7367456,148.762340759144,8299.285714285714,112.64791692391124,62.87252235835038,4
2021-01-10,East of England,5956,cases,6269161,95.00473827359036,7015.571428571428,111.90606571710997,2.749241552463641,2
2021-01-08,East of England,8517,cases,6269161,135.8554996434132,7014,111.88099970634029,13.44269870609981,2
2021-01-04,East of England,6983,cases,6269161,111.38651567570206,6997,111.60983104437739,38.34703273733865,2
2020-12-26,London,8516,cases,9002488,94.59607166374451,10018.285714285714,111.28352200286982,72.83974959333561,1
2021-12-26,North East and Yorkshire,10083,cases,8207113,122.85684381340917,9057.285714285714,110.3589741518816,67.24524519243451,7
2021-01-07,East of England,5374,cases,6269161,85.72119937580165,6888.714285714285,109.88255502952127,18.85583298415123,2
2021-12-24,South West,6888,cases,5659143,121.71454229023723,6172.142857142857,109.06497427513065,34.56986233102847,6
2021-01-03,East of England,6700,cases,6269161,106.87235500890789,6827.857142857143,108.91181679425912,42.01033990967436,2
2020-12-25,London,9790,cases,9002488,108.74771507609896,9791.857142857143,108.76834429390124,80.72826029636661,1
2021-10-22,South West,6050,cases,5659143,106.90664646572812,6146.428571428572,108.61058947315118,76.48385905902622,1
2021-12-16,South East,13568,cases,9217265,147.20201708424355,9992.285714285714,108.40835881669578,17.76015623684698,2
2021-01-17,London,9995,cases,9002488,111.02486334888755,9757.57142857143,108.38749719601324,-29.72653195604757,1
2020-12-27,London,9719,cases,9002488,107.95904421088926,9752.857142857143,108.33513072005364,42.27362717515891,1
2021-12-14,London,12832,cases,9002488,142.5383738362106,9693.714285714286,107.67816947619687,59.830408668001425,1
2021-10-23,South West,6131,cases,5659143,108.33795859196348,6078.857142857143,107.41656718794954,50.05818669111684,1
2021-01-11,East of England,4724,cases,6269161,75.35298583016133,6692.857142857143,106.75841859631844,-4.346760856693681,2
2021-12-16,East of England,9621,cases,6269161,153.46551157323924,6683,106.601186346945,34.73790322580645,3
2021-12-21,North West,8479,cases,7367456,115.08721599423193,7822.571428571428,106.17737559031812,66.10951008645532,4
2021-07-19,North East and Yorkshire,7386,cases,8207113,89.99510546522266,8683.714285714286,105.80717343253694,28.77298534022541,1
2021-01-09,South East,10148,cases,9217265,110.0977350656621,9740.57142857143,105.67745886194471,18.3914432560078,3
2021-10-21,South West,6165,cases,5659143,108.9387562745808,5977.857142857143,105.63184466017456,87.83104407936082,1
2021-01-06,South East,9567,cases,9217265,103.7943468046107,9717.285714285714,105.42482736783323,38.78721103425761,3
2021-07-20,North East and Yorkshire,7031,cases,8207113,85.66958929406724,8643.142857142857,105.31282872726204,24.2162317531361,1
2020-12-24,London,10713,cases,9002488,119.00043632382514,9447.285714285714,104.94083096012696,87.32402345409737,1
2021-01-10,South East,8377,cases,9217265,90.88379253498734,9648.42857142857,104.67778209076741,9.637674101490209,3
2021-12-23,South West,8058,cases,5659143,142.38905078030365,5916.428571428572,104.5463698554458,32.35858101629914,6
2021-07-18,North East and Yorkshire,8853,cases,8207113,107.8698441218002,8577.714285714286,104.51561085748772,30.42269429601634,1
2021-07-21,North East and Yorkshire,7641,cases,8207113,93.1021663768977,8577.57142857143,104.51387020711704,19.67432033803716,1
2021-12-22,Midlands,13592,cases,10827512,125.53207052552793,11263.142857142857,104.02336988537031,43.24231027779292,5
2021-01-18,London,7051,cases,9002488,78.3227925435724,9320.57142857143,103.53328356084928,-31.992161440960633,1
2021-01-05,South East,10893,cases,9217265,118.18039299076244,9513.42857142857,103.21313937950761,42.121774761508405,3
2021-01-07,South East,8223,cases,9217265,89.21301492362431,9496.142857142857,103.02560311700768,28.148133867982715,3
2021-01-08,South East,10756,cases,9217265,116.69405186896547,9483.57142857143,102.88921310791682,17.720598666477525,3
2021-10-20,South West,5991,cases,5659143,105.8640857811863,5819.857142857143,102.83990248801175,103.66445033245016,1
2021-10-24,South West,4832,cases,5659143,85.38395301196665,5804.714285714285,102.57232032684605,24.625812783707524,1
2021-12-25,North East and Yorkshire,14535,cases,8207113,177.10247196547678,8413.42857142857,102.51386293119847,62.86607118165978,7
2021-07-17,North East and Yorkshire,10899,cases,8207113,132.79943873076928,8347.42857142857,101.7096824599414,33.858700632273425,1
2021-01-02,East of England,6224,cases,6269161,99.27963247394668,6351.714285714285,101.31681553104612,27.270645484471164,2
2021-12-15,South East,12023,cases,9217265,130.43999494427035,9315.142857142857,101.06189696339268,6.84778868369738,2
2021-07-22,North East and Yorkshire,6790,cases,8207113,82.73311211871946,8257.42857142857,100.61307272640906,11.176934469427383,1
2021-01-12,East of England,5143,cases,6269161,82.0364957926587,6300.142857142857,100.49419463215024,-11.174444601099719,2
2021-01-11,South East,6692,cases,9217265,72.60288165741139,9236.57142857143,100.20945940657482,0.10683264434019511,3
2021-01-04,South East,9575,cases,9217265,103.88114044675942,9226.714285714286,100.10251724035585,46.15419429295559,3
2021-12-20,North West,7728,cases,7367456,104.8937380827249,7374.857142857143,100.10045723866071,59.890977792919756,4
2021-10-25,South West,4863,cases,5659143,85.93173913435302,5664.428571428572,100.09339879604688,12.395827427858734,1
2021-12-21,Midlands,12784,cases,10827512,118.06959899928995,10824.57142857143,99.97284167010324,45.293474717646845,5
2021-01-19,London,6237,cases,9002488,69.28084769454844,8988.857142857143,99.848587888783,-29.927056072164376,1
2021-01-01,East of England,7640,cases,6269161,121.86638690568005,6182.857142857143,98.62335873743142,29.526545759262586,2
2021-12-22,South West,6051,cases,5659143,106.92431698580509,5538.714285714285,97.87196198636943,26.644672372117316,6
2020-12-23,London,9873,cases,9002488,109.66968242556946,8740,97.08427270327935,81.62386819058929,1
2021-12-13,London,11791,cases,9002488,130.9749038265866,8715.857142857143,96.8160928718499,48.36944626833005,1
2021-12-15,East of England,8008,cases,6269161,127.73639088228872,6067.714285714285,96.78670376648941,19.520499760812676,3
2021-10-26,South West,4177,cases,5659143,73.80976236154486,5458.428571428572,96.45327166018903,0.34403067387994024,1
2021-12-14,South East,9077,cases,9217265,98.47823622300108,8880.285714285714,96.34404255802251,1.033709326138546,2
2021-10-19,South West,5619,cases,5659143,99.2906523125498,5439.714285714285,96.12258049874842,104.19347919347919,1
2021-01-03,South East,9022,cases,9217265,97.88152993322856,8800.285714285714,95.47610613653524,42.85184240428541,3
2021-12-07,South East,8433,cases,9217265,91.49134803002843,8789.42857142857,95.35831476504768,14.133600460051559,1
2021-12-13,South East,9214,cases,9217265,99.96457734479804,8788.285714285714,95.34591567331213,1.4713159370566993,2
2021-12-20,Midlands,10339,cases,10827512,95.48823404675053,10301.285714285714,95.13991500804353,46.084965863738574,5
2021-12-21,South West,6302,cases,5659143,111.35961752512704,5368.571428571428,94.86544921327184,21.720541556001816,6
2021-07-23,North East and Yorkshire,5868,cases,8207113,71.49895462631012,7781.142857142857,94.80974439054094,0.8479911127568986,1
2021-01-13,East of England,4821,cases,6269161,76.90024231312611,5930.571428571428,94.5991246447719,-17.50983587012678,2
2021-12-08,South East,8979,cases,9217265,97.41501410667915,8718.142857142857,94.58492141804382,8.546476468286437,1
2021-10-27,South West,5241,cases,5659143,92.61119572345142,5351.285714285715,94.56000165194119,-8.051253098996046,1
2021-01-12,South East,6962,cases,9217265,75.53216707993097,8675,94.11685570502746,-8.813106285851571,3
2021-07-16,North East and Yorkshire,9202,cases,8207113,112.12225297738681,7715.714285714285,94.01252652076663,27.442189712128346,1
2021-12-06,South East,7906,cases,9217265,85.77381685348094,8660.857142857143,93.96341694480024,13.028077109511917,1
2021-12-11,South East,8992,cases,9217265,97.55605377517084,8660.857142857143,93.96341694480024,2.9321380668602246,1
2021-01-20,London,6190,cases,9002488,68.75876979786032,8441.714285714286,93.77090295165387,-30.416965957396698,1
2021-12-12,South East,7458,cases,9217265,80.91337289315214,8601.42857142857,93.31866417455255,0.388482251529747,1
2021-01-14,East of England,4741,cases,6269161,75.62415449212422,5840.142857142857,93.15668966138942,-15.22158395719707,2
2021-12-05,South East,7874,cases,9217265,85.42664228488603,8568.142857142857,92.95754062775517,12.61805959779935,1
2021-12-10,South East,9614,cases,9217265,104.30425945223448,8563,92.90174471494527,2.8659195826397443,1
2020-12-31,East of England,7479,cases,6269161,119.29826016591375,5795.857142857143,92.4502839033348,24.298406862745097,2
2020-12-22,London,10201,cases,9002488,113.31311966203121,8297.714285714286,92.17134514052432,97.17563989408649,1
2021-12-09,South East,8828,cases,9217265,95.7767841111219,8485.285714285714,92.05860647692906,1.488227454464673,1
2021-01-13,North West,5964,cases,7367456,80.95060221601595,6769.857142857143,91.88866744310577,26.26292230629864,3
2021-01-12,North West,6453,cases,7367456,87.58790008382812,6745.428571428572,91.55709340413532,34.29847265280584,4
2021-12-19,North West,6833,cases,7367456,92.74571846781303,6744.714285714285,91.547398256797,42.07517077427701,4
2021-12-04,South East,8307,cases,9217265,90.12434816618595,8414.142857142857,91.28676301639214,9.22594762999777,1
2021-10-28,South West,4780,cases,5659143,84.4650859679637,5153.428571428572,91.06376303671017,-13.79137292388577,1
2021-01-10,North West,7565,cases,7367456,102.68130546012084,6708.142857142857,91.05100671307514,55.00940811408576,4
2021-01-14,North West,6560,cases,7367456,89.04023315510808,6684,90.72331073304001,17.125190877913244,3
2021-12-02,South East,10458,cases,9217265,113.46098869892533,8360.857142857143,90.70865536422293,10.91822230645314,1
2021-07-15,North East and Yorkshire,9031,cases,8207113,110.03869448367531,7427.285714285715,90.49815342235101,30.049026964830674,1
2021-01-21,London,7735,cases,9002488,85.92069214643774,8146.142857142857,90.48768359527786,-32.578597018101846,1
2021-12-14,East of England,7589,cases,6269161,121.05288091979133,5665.571428571428,90.37208373770316,14.011786689665072,3
2021-12-03,South East,9070,cases,9217265,98.40229178612094,8324.42857142857,90.31343431515282,8.87095267455112,1
2021-01-13,South East,6770,cases,9217265,73.44911966836149,8275.42857142857,89.78182325699187,-14.83806471530851,4
2021-01-11,North West,5419,cases,7367456,73.55320479687968,6577,89.27097766176004,35.09492649432202,4
2021-01-02,South East,8349,cases,9217265,90.58001478746678,8227.42857142857,89.2610614040995,27.328602064955444,3
2020-12-30,East of England,6731,cases,6269161,107.36683903954612,5595.714285714285,89.25778562257828,28.67514207811833,2
2021-10-18,South West,5845,cases,5659143,103.28418984994724,5039.714285714285,89.05437246795647,95.9997777654314,1
2021-12-20,South West,5682,cases,5659143,100.40389507739953,5030.857142857143,88.89786214727465,14.022988505747138,6
2021-01-15,East of England,6573,cases,6269161,104.8465655930674,5562.428571428572,88.72684193991144,-20.695344005865817,2
2021-01-09,North West,7156,cases,7367456,97.12986409420023,6510,88.36157284142587,73.17777608877402,4
2021-12-19,Midlands,8942,cases,10827512,82.58591632131186,9565.714285714286,88.34637436295877,28.561554412103536,5
2021-01-14,South East,7237,cases,9217265,78.51569852879352,8134.571428571428,88.25363520058747,-14.338152332525986,4
2021-01-15,North West,6364,cases,7367456,86.37988472547376,6497.285714285715,88.18899921880381,7.130070193621334,3
2021-12-12,London,9959,cases,9002488,110.62497389610516,7936.142857142857,88.15499512071392,39.31088095894877,2
2021-12-24,North East and Yorkshire,9606,cases,8207113,117.04481222568765,7176.857142857143,87.44679332253793,43.34465146802866,7
2021-01-01,South East,10844,cases,9217265,117.64878193260148,8056,87.40119764376959,31.609410007468263,3
2021-07-14,North East and Yorkshire,8100,cases,8207113,98.69487601791275,7167.428571428572,87.33191039807264,31.78188695104013,1
2021-12-01,South East,9478,cases,9217265,102.82876753570609,8031.714285714285,87.13771694438954,7.859952038369297,1
2021-12-18,North West,8309,cases,7367456,112.77977092771236,6401.142857142857,86.88403238706626,37.0484783606056,4
2020-12-29,East of England,7222,cases,6269161,115.19882804094519,5435.714285714285,86.70560998057452,35.04880212954746,2
2021-10-29,South West,4203,cases,5659143,74.26919588354633,4889.571428571428,86.4012700963985,-20.4485764090645,1
2021-12-19,South West,5167,cases,5659143,91.30357723775491,4889.285714285715,86.3962213763765,13.062006540913751,6
2021-01-19,London,7711,hospitalBeds,9002488,85.65409917791615,7749,86.07620471140866,4.989838381883292,1
2021-01-20,London,7588,hospitalBeds,9002488,84.287810214243,7735,85.92069214643774,3.494084140910217,1
2021-01-18,London,7917,hospitalBeds,9002488,87.9423554910598,7734,85.90958410608268,6.41375921375921,1
2021-07-20,North West,5058,cases,7367456,68.653277332094,6327.285714285715,85.88155415228424,25.367262022700903,2
2021-01-17,London,7707,hospitalBeds,9002488,85.60966701649589,7717.142857142857,85.72233428295442,8.454295408460316,1
